pmid,pmcid,year,title,abstract,journal,authors,MeSH terms used,Title & Abstract terms used
19374686,PMC3822518,2009,RXRA gene variations influence Alzheimer's disease risk and cholesterol metabolism.,"Cholesterol metabolism is altered in Alzheimer's disease (AD). The nuclear hormone receptor Retinoic X Receptor a (RXRa) is a member of the nuclear ligand-activated transcription factor family. RXRs are key regulators of cholesterol synthesis and thus cholesterol metabolism. We performed a systematic screen for gene variants in the RXRA gene. The effect of these gene variants on the risk of AD was investigated in 405 AD patients (mean age: 74.27 +/- 9.37 years; female 78.6%) and 347 controls (mean age: 73.26 +/- 8.37 years; female 57.2%). Furthermore, the influence of RXRA gene variants on CSF and plasma levels of cholesterol, lathosterol and 24S-hydroxycholesterol were evaluated. One of the identified seven SNPs in RXRA influenced AD risk in our single marker analysis (rs3132293: P= 0.006). Haplotype analysis identified a three-marker haplotype (TGC) consisting of rs3118570, rs1536475 and rs3132293, which decreased the risk of AD (P= 0.009). The single marker rs3132293 (P= 0.026) and the TGC haplotype (P= 0.026) influenced CSF lathosterol levels in non-demented controls, and cholesterol levels in the combined sample comprising AD patients and controls (Rs3132293: P= 0.050; TGC haplotype: P= 0.035). 24S-Hydroxycholesterol CSF and plasma levels were also influenced by rs3132293 (CSF: P= 0.004; plasma: P= 0.001) and the TGC haplotype (CSF: P= 0.004; plasma: P= 0.002); this effect was most pronounced in AD patients (rs3132293: CSF: P= 0.009, plasma: P= 0.002; TGC haplotype: CSF: P= 0.019, plasma: P= 0.005). Our results suggest that RXRA gene variants might act as risk factor for AD via an influence on cerebral cholesterol metabolism.",Journal of cellular and molecular medicine,"Kölsch, Heike,Lütjohann, Dieter,Jessen, Frank,Popp, Julius,Hentschel, Frank,Kelemen, Peter,Friedrichs, Silvia,Maier, T A Wolfgang,Heun, Reinhard","Alzheimer Disease/genetics,Polymorphism, Single Nucleotide","ad,Alzheimer,AD,SNP"
19412541,PMC2671606,2009,Cerebrospinal fluid concentration of brain-derived neurotrophic factor and cognitive function in non-demented subjects.,"Brain-derived neurotrophic factor (BDNF) is an activity-dependent secreted protein that is critical to organization of neuronal networks and synaptic plasticity, especially in the hippocampus. We tested hypothesis that reduced CSF BDNF is associated with age-related cognitive decline. CSF concentration of BDNF, Abeta(42) and total tau were measured in 128 cognitively normal adults (Normals), 21 patients with Alzheimer's disease (AD), and nine patients with Mild Cognitive Impairment. Apolipoprotein E and BDNF SNP rs6265 genotype were determined. Neuropsychological tests were performed at baseline for all subjects and at follow-up visits in 50 Normals. CSF BDNF level was lower in AD patients compared to age-matched Normals (p = 0.02). CSF BDNF concentration decreased with age among Normals and was higher in women than men (both p<0.001). After adjusting for age, gender, education, CSF Abeta(42) and total tau, and APOE and BDNF genotypes, lower CSF BDNF concentration was associated poorer immediate and delayed recall at baseline (both p<0.05) and in follow up of approximately 3 years duration (both p<0.01). Reduced CSF BDNF was associated with age-related cognitive decline, suggesting a potential mechanism that may contribute in part to cognitive decline in older individuals.",PloS one,"Li, Ge,Peskind, Elaine R,Millard, Steven P,Chi, Peter,Sokal, Izabela,Yu, Chang-En,Bekris, Lynn M,Raskind, Murray A,Galasko, Douglas R,Montine, Thomas J","Alzheimer Disease/genetics,Apolipoproteins E/genetics","ad,apoe,AD,cognitive impairment,SNP,Alzheimer"
19421414,PMC2676202,2009,"Genetic variation in the methylenetetrahydrofolate reductase gene, MTHFR, does not alter the risk of visual failure in Leber's hereditary optic neuropathy.","Focal neurodegeneration of the optic nerve in Leber hereditary optic neuropathy (LHON) is primarily due to a maternally inherited mitochondrial DNA mutation. However, the markedly reduced penetrance of LHON and segregation pattern of visual failure within families implicates an interacting nuclear genetic locus modulating the phenotype. Folate deficiency is known to cause bilateral optic neuropathy, and defects of folate metabolism have been associated with nonarteritic ischemic optic neuropathy. Methylenetetrahydrofolate reductase (MTHFR) catalyzes a critical step in folate metabolism, and genetic variation in MTHFR has been associated with several late-onset neurodegenerative diseases. We therefore determined whether functional genetic variants in MTHFR could account for the reduced penetrance in LHON by studying 414 LHON mtDNA mutation carriers. We found no evidence of association between visual failure in LHON and MTHFR polymorphisms or the MTHFR haplotype. Genetic variation in MTHFR does not provide an explanation for the variable phenotype in LHON.",Molecular vision,"Hudson, Gavin,Yu-Wai-Man, Patrick,Zeviani, Massimo,Chinnery, Patrick F","Polymorphism, Single Nucleotide","late-onset,polymorphisms,neurodegeneration,genetic variant"
19524641,PMC2757072,2009,DRD3 Ser9Gly and HS1BP3 Ala265Gly are not associated with Parkinson disease.,"Variants in the dopamine receptor D3 (DRD3) and HCLS1 binding protein 3 (HS1BP3) have been nominated as risk factors for essential tremor (ET). Although ET and Parkinson disease (PD) are considered different entities, they have many overlapping clinical and pathological features. We aim to evaluate the role of the Ser9Gly variant in DRD3 and Ala265Gly in HS1BP3 in PD development. To this end, we genotyped these two variants in a PD matched case-control series from the United States. Statistical analysis failed to identify significant differences in the frequency of these variants between the case and control groups; therefore our results do not support a role for these DRD3 and HS1BP3 variants in PD.",Neuroscience letters,"Keeling, Brett H,Vilariño-Güell, Carles,Ross, Owen A,Wszolek, Zbigniew K,Uitti, Ryan J,Farrer, Matthew J",Parkinson Disease/genetics,"Risk Factors,Parkinson Disease"
19668339,PMC2719581,2009,Hippocampal atrophy as a quantitative trait in a genome-wide association study identifying novel susceptibility genes for Alzheimer's disease.,"With the exception of APOE epsilon4 allele, the common genetic risk factors for sporadic Alzheimer's Disease (AD) are unknown. We completed a genome-wide association study on 381 participants in the ADNI (Alzheimer's Disease Neuroimaging Initiative) study. Samples were genotyped using the Illumina Human610-Quad BeadChip. 516,645 unique Single Nucleotide Polymorphisms (SNPs) were included in the analysis following quality control measures. The genotype data and raw genetic data are freely available for download (LONI, http://www.loni.ucla.edu/ADNI/Data/). Two analyses were completed: a standard case-control analysis, and a novel approach using hippocampal atrophy measured on MRI as an objectively defined, quantitative phenotype. A General Linear Model was applied to identify SNPs for which there was an interaction between the genotype and diagnosis on the quantitative trait. The case-control analysis identified APOE and a new risk gene, TOMM40 (translocase of outer mitochondrial membrane 40), at a genome-wide significance level of < or =10(-6) (10(-11) for a haplotype). TOMM40 risk alleles were approximately twice as frequent in AD subjects as controls. The quantitative trait analysis identified 21 genes or chromosomal areas with at least one SNP with a p-value < or =10(-6), which can be considered potential ""new"" candidate loci to explore in the etiology of sporadic AD. These candidates included EFNA5, CAND1, MAGI2, ARSB, and PRUNE2, genes involved in the regulation of protein degradation, apoptosis, neuronal loss and neurodevelopment. Thus, we identified common genetic variants associated with the increased risk of developing AD in the ADNI cohort, and present publicly available genome-wide data. Supportive evidence based on case-control studies and biological plausibility by gene annotation is provided. Currently no available sample with both imaging and genetic data is available for replication. Using hippocampal atrophy as a quantitative phenotype in a genome-wide scan, we have identified candidate risk genes for sporadic Alzheimer's disease that merit further investigation.",PloS one,"Potkin, Steven G,Guffanti, Guia,Lakatos, Anita,Turner, Jessica A,Kruggel, Frithjof,Fallon, James H,Saykin, Andrew J,Orro, Alessandro,Lupoli, Sara,Salvi, Erika,Weiner, Michael,Macciardi, Fabio","Alzheimer Disease/genetics,Genome-Wide Association Study,Polymorphism, Single Nucleotide","genome-wide,single nucleotide polymorphism,apoe,ad,AD,genetic risk,genetic variant,Risk Factors,SNP,genome-wide association,polymorphisms,Alzheimer"
19698145,PMC2744667,2009,Replication by the Epistasis Project of the interaction between the genes for IL-6 and IL-10 in the risk of Alzheimer's disease.,"Chronic inflammation is a characteristic of Alzheimer's disease (AD). An interaction associated with the risk of AD has been reported between polymorphisms in the regulatory regions of the genes for the pro-inflammatory cytokine, interleukin-6 (IL-6, gene: IL6), and the anti-inflammatory cytokine, interleukin-10 (IL-10, gene: IL10). We examined this interaction in the Epistasis Project, a collaboration of 7 AD research groups, contributing DNA samples from 1,757 cases of AD and 6,295 controls. We replicated the interaction. For IL6 rs2069837 AA x IL10 rs1800871 CC, the synergy factor (SF) was 1.63 (95% confidence interval: 1.10-2.41, p = 0.01), controlling for centre, age, gender and apolipoprotein E epsilon4 (APOEepsilon4) genotype. Our results are consistent between North Europe (SF = 1.7, p = 0.03) and North Spain (SF = 2.0, p = 0.09). Further replication may require a meta-analysis. However, association due to linkage disequilibrium with other polymorphisms in the regulatory regions of these genes cannot be excluded. We suggest that dysregulation of both IL-6 and IL-10 in some elderly people, due in part to genetic variations in the two genes, contributes to the development of AD. Thus, inflammation facilitates the onset of sporadic AD.",Journal of neuroinflammation,"Combarros, Onofre,van Duijn, Cornelia M,Hammond, Naomi,Belbin, Olivia,Arias-Vásquez, Alejandro,Cortina-Borja, Mario,Lehmann, Michael G,Aulchenko, Yurii S,Schuur, Maaike,Kölsch, Heike,Heun, Reinhard,Wilcock, Gordon K,Brown, Kristelle,Kehoe, Patrick G,Harrison, Rachel,Coto, Eliecer,Alvarez, Victoria,Deloukas, Panos,Mateo, Ignacio,Gwilliam, Rhian,Morgan, Kevin,Warden, Donald R,Smith, A David,Lehmann, Donald J",Alzheimer Disease/genetics,"ad,apoe,AD,meta-analysis,polymorphisms,Alzheimer"
19707560,PMC2727959,2009,New Alzheimer amyloid beta responsive genes identified in human neuroblastoma cells by hierarchical clustering.,"Alzheimer's disease (AD) is characterized by neuronal degeneration and cell loss. Abeta(42), in contrast to Abeta(40), is thought to be the pathogenic form triggering the pathological cascade in AD. In order to unravel overall gene regulation we monitored the transcriptomic responses to increased or decreased Abeta(40) and Abeta(42) levels, generated and derived from its precursor C99 (C-terminal fragment of APP comprising 99 amino acids) in human neuroblastoma cells. We identified fourteen differentially expressed transcripts by hierarchical clustering and discussed their involvement in AD. These fourteen transcripts were grouped into two main clusters each showing distinct differential expression patterns depending on Abeta(40) and Abeta(42) levels. Among these transcripts we discovered an unexpected inverse and strong differential expression of neurogenin 2 (NEUROG2) and KIAA0125 in all examined cell clones. C99-overexpression had a similar effect on NEUROG2 and KIAA0125 expression as a decreased Abeta(42)/Abeta(40) ratio. Importantly however, an increased Abeta(42)/Abeta(40) ratio, which is typical of AD, had an inverse expression pattern of NEUROG2 and KIAA0125: An increased Abeta(42)/Abeta(40) ratio up-regulated NEUROG2, but down-regulated KIAA0125, whereas the opposite regulation pattern was observed for a decreased Abeta(42)/Abeta(40) ratio. We discuss the possibilities that the so far uncharacterized KIAA0125 might be a counter player of NEUROG2 and that KIAA0125 could be involved in neurogenesis, due to the involvement of NEUROG2 in developmental neural processes.",PloS one,"Uhrig, Markus,Ittrich, Carina,Wiedmann, Verena,Knyazev, Yuri,Weninger, Annette,Riemenschneider, Matthias,Hartmann, Tobias",,"ad,Alzheimer,AD"
19754925,PMC2753310,2009,"HECTD2, a candidate susceptibility gene for Alzheimer's disease on 10q.","Late onset Alzheimer's disease (LOAD) is a neurodegenerative disorder characterised by the deposition of amyloid plaques and neurofibrillary tangles in the brain and is the major cause of dementia. Multiple genetic loci, including 10q, have been implicated in LOAD but to date, with the exception of APOE, the underlying genes have not been identified. HECTD2 maps to 10q and has been implicated in susceptibility to human prion diseases which are also neurodegenerative conditions associated with accumulation of misfolded host proteins. In this study we test whether the HECTD2 susceptibility allele seen in prion disease is also implicated in LOAD. DNA from 320 individuals with Alzheimer's disease and 601 controls were genotyped for a HECTD2 intronic tagging SNP, rs12249854 (A/T). Groups were further analysed following stratification by APOE genotype. The rs12249854 minor allele (A) frequency was higher (5.8%) in the Alzheimer's disease group as compared to the controls (3.9%), however, this was not statistically significant (P = 0.0668). No significant difference was seen in minor allele frequency in the presence or absence of the APOE epsilon4 allele. The common haplotypes of HECTD2, tagged by rs12249854, are not associated with susceptibility to LOAD.",BMC medical genetics,"Lloyd, Sarah E,Rossor, Martin,Fox, Nick,Mead, Simon,Collinge, John","Alzheimer Disease/genetics,Apolipoproteins E/genetics","ad,apoe,Genetic Loci,dementia,AD,SNP,Alzheimer"
19961590,PMC2796661,2009,"The rs1990760 polymorphism within the IFIH1 locus is not associated with Graves' disease, Hashimoto's thyroiditis and Addison's disease.","Three genes have been confirmed as major joint susceptibility genes for endocrine autoimmune disease:human leukocyte antigen class II, cytotoxic T-lymphocyte antigen 4 and protein tyrosine phosphatase non-receptor type 22. Recent studies showed that a genetic variation within the interferon induced helicase domain 1 (IFIH1) locus (rs1990760 polymorphism) is an additional risk factor in type 1 diabetes and Graves' disease (GD). The aim of the present study was to investigate the role of the rs1990760 polymorphism within the IFIH1 gene in German patients with GD (n = 258), Hashimoto's thyroiditis (HT, n = 106), Addison's disease (AD, n = 195) and healthy controls (HC, n = 227) as well as in 55 GD families (165 individuals, German) and 100 HT families (300 individuals, Italian). Furthermore, the interaction between rs1990760 polymorphism with human leukocyte antigen (HLA) risk haplotype DQ2(DQA*0501-DQB*0201), the risk haplotypes DQ2/DQ8 (DQA*0301-DQB*0302) and the status of thyroglobulin antibody (TgAb), thyroid peroxidase antibody (TPOAb) and TSH receptor antibody (TRAb) in patients and families were analysed. No significant differences were found between the allele and genotype frequencies for rs1990760 IFIH1 polymorphism in patients with GD, HT, AD and HC. Also no differences were observed when stratifying the IFIH1 rs1990760 polymorphism for gender, presence or absence of thyroid antibodies (GD:TRAb and HT:TPOAb/TgAb) and HLA risk haplotypes (DQ2:for GD and HT, DQ2/DQ8:for AD). Furthermore the transmission analysis in GD and HT families revealed no differences in alleles transmission for rs1990760 IFIH1 from parents with or without HLA risk haplotype DQ2 to the affected offspring. In contrast, by dividing the HT parents according to the presence or absence of thyroid Ab titers, mothers and fathers both positive for TPOAb/TgAb overtransmitted the allele A of IFIH1 rs1990760 to their HT affected offspring (61.8% vs 38.2%;p = 0.05;corrected p [pc] = 0.1). However, these associations did not remain statistically significant after correction of the p-values. In conclusion, our data suggest, no contribution from IFIH1 rs1990760 polymorphism to the pathogenesis of either Graves' disease, Hashimoto's thyroiditis or Addison's disease in our study populations. However, in order to exclude a possible influence of the studied polymorphism in specified subgroups within patients with autoimmune thyroid disease, further investigations in larger populations are needed.",BMC medical genetics,"Penna-Martinez, Marissa,Ramos-Lopez, Elizabeth,Robbers, Inka,Kahles, Heinrich,Hahner, Stefanie,Willenberg, Holger,Reisch, Nicole,Seidl, Christian,Segni, Maria,Badenhoop, Klaus",,"ad,AD"
19997636,PMC2780722,2009,The role of copy number variation in susceptibility to amyotrophic lateral sclerosis: genome-wide association study and comparison with published loci.,"The genetic contribution to sporadic amyotrophic lateral sclerosis (ALS) has not been fully elucidated. There are increasing efforts to characterise the role of copy number variants (CNVs) in human diseases; two previous studies concluded that CNVs may influence risk of sporadic ALS, with multiple rare CNVs more important than common CNVs. A little-explored issue surrounding genome-wide CNV association studies is that of post-calling filtering and merging of raw CNV calls. We undertook simulations to define filter thresholds and considered optimal ways of merging overlapping CNV calls for association testing, taking into consideration possibly overlapping or nested, but distinct, CNVs and boundary estimation uncertainty. In this study we screened Illumina 300K SNP genotyping data from 730 ALS cases and 789 controls for copy number variation. Following quality control filters using thresholds defined by simulation, a total of 11321 CNV calls were made across 575 cases and 621 controls. Using region-based and gene-based association analyses, we identified several loci showing nominally significant association. However, the choice of criteria for combining calls for association testing has an impact on the ranking of the results by their significance. Several loci which were previously reported as being associated with ALS were identified here. However, of another 15 genes previously reported as exhibiting ALS-specific copy number variation, only four exhibited copy number variation in this study. Potentially interesting novel loci, including EEF1D, a translation elongation factor involved in the delivery of aminoacyl tRNAs to the ribosome (a process which has previously been implicated in genetic studies of spinal muscular atrophy) were identified but must be treated with caution due to concerns surrounding genomic location and platform suitability. Interpretation of CNV association findings must take into account the effects of filtering and combining CNV calls when based on early genome-wide genotyping platforms and modest study sizes.",PloS one,"Wain, Louise V,Pedroso, Inti,Landers, John E,Breen, Gerome,Shaw, Christopher E,Leigh, P Nigel,Brown, Robert H,Tobin, Martin D,Al-Chalabi, Ammar","Amyotrophic Lateral Sclerosis/genetics,Genome-Wide Association Study","ad,genome-wide,Amyotrophic Lateral Sclerosis,AD,copy number variant,SNP,genome-wide association"
20035503,PMC4034432,2009,Single-cell expression profiling of dopaminergic neurons combined with association analysis identifies pyridoxal kinase as Parkinson's disease gene.,"The etiology of Parkinson disease (PD) is complex and multifactorial, with hereditary and environmental factors contributing. Monogenic forms have provided molecular clues to disease mechanisms but genetic modifiers of idiopathic PD are still to be determined. We carried out whole-genome expression profiling of isolated human substantia nigra (SN) neurons from patients with PD vs. controls followed by association analysis of tagging single-nucleotide polymorphisms (SNPs) in differentially regulated genes. Association was investigated in a German PD sample and confirmed in Italian and British cohorts. We identified four differentially expressed genes located in PD candidate pathways, ie, MTND2 (mitochondrial, p = 7.14 x 10(-7)), PDXK (vitamin B6/dopamine metabolism, p = 3.27 x 10(-6)), SRGAP3 (axon guidance, p = 5.65 x 10(-6)), and TRAPPC4 (vesicle transport, p = 5.81 x 10(-6)). We identified a DNA variant (rs2010795) in PDXK associated with an increased risk of PD in the German cohort (p = 0.00032). This association was confirmed in the British (p = 0.028) and Italian (p = 0.0025) cohorts individually and reached a combined value of p = 1.2 x 10(-7) (odds ratio [OR], 1.3; 95% confidence interval [CI], 1.18-1.44). We provide an example of how microgenomic genome-wide expression studies in combination with association analysis can aid to identify genetic modifiers in neurodegenerative disorders. The detection of a genetic variant in PDXK, together with evidence accumulating from clinical studies, emphasize the impact of vitamin B6 status and metabolism on disease risk and therapy in PD.",Annals of neurology,"Elstner, Matthias,Morris, Christopher M,Heim, Katharina,Lichtner, Peter,Bender, Andreas,Mehta, Divya,Schulte, Claudia,Sharma, Manu,Hudson, Gavin,Goldwurm, Stefano,Giovanetti, Alessandro,Zeviani, Massimo,Burn, David J,McKeith, Ian G,Perry, Robert H,Jaros, E,Krüger, Rejko,Wichmann, H-Erich,Schreiber, Stefan,Campbell, Harry,Wilson, James F,Wright, Alan F,Dunlop, Malcolm,Pistis, Giorgio,Toniolo, Daniela,Chinnery, Patrick F,Gasser, Thomas,Klopstock, Thomas,Meitinger, Thomas,Prokisch, Holger,Turnbull, Douglass M","Parkinson Disease/genetics,Polymorphism, Single Nucleotide","genome-wide,Parkinson Disease,SNP,genetic variant,polymorphisms"
19653016,PMC2867467,2010,Sequence variation in SORL1 and dementia risk in Swedes.,"The gene encoding the neuronal sortilin-related receptor SORL1 has been claimed to be associated with Alzheimer's disease (AD) by independent groups and across various human populations. We evaluated six genetic markers in SORL1 in a sample of 1,558 Swedish dementia cases (including 1,270 AD cases) and 2,179 controls. For both single-marker-based and haplotype-based analyses, we found no strong support for SORL1 as a dementia or AD risk-modifying gene in our sample in isolation nor did we observe association with AD/dementia-related traits, including cerebrospinal fluid beta-amyloid(1-42), tau levels, or age at onset. However, meta-analyses of markers in this study together with previously published studies on SORL1 encompassing in excess of 13,000 individuals does suggest significant association with AD (best odds ratio = 1.097; 95% confidence interval = 1.038-1.158, p = 0.001). All six markers were significant in meta-analyses and it is notable that they occur in two distinct linkage disequilibrium blocks. These data are consistent with either allelic heterogeneity or the existence of as yet untested functional variants and these will be important considerations in further attempts to evaluate the importance of sequence variation in SORL1 with AD risk.",Neurogenetics,"Reynolds, Chandra A,Hong, Mun-Gwan,Eriksson, Ulrika K,Blennow, Kaj,Johansson, Boo,Malmberg, Bo,Berg, Stig,Gatz, Margaret,Pedersen, Nancy L,Bennet, Anna M,Prince, Jonathan A",Alzheimer Disease/genetics,"ad,Alzheimer,AD,dementia"
19781112,PMC2834298,2010,Trajectories of cognitive decline in Alzheimer's disease.,"Late-onset Alzheimer disease (LOAD) is a clinically heterogeneous complex disease defined by progressively disabling cognitive impairment. Psychotic symptoms which affect approximately one-half of LOAD subjects have been associated with more rapid cognitive decline. However, the variety of cognitive trajectories in LOAD, and their correlates, have not been well defined. We therefore used latent class modeling to characterize trajectories of cognitive and behavioral decline in a cohort of AD subjects. 201 Caucasian subjects with possible or probable Alzheimer's disease (AD) were evaluated for cognitive and psychotic symptoms at regular intervals for up to 13.5 years. Cognitive symptoms were evaluated serially with the Mini-mental State Examination (MMSE), and psychotic symptoms were rated using the CERAD behavioral rating scale (CBRS). Analyses undertaken were latent class mixture models of quadratic trajectories including a random intercept with initial MMSE score, age, gender, education, and APOE 4 count modeled as concomitant variables. In a secondary analysis, psychosis status was also included. AD subjects showed six trajectories with significantly different courses and rates of cognitive decline. The concomitant variables included in the best latent class trajectory model were initial MMSE and age. Greater burden of psychotic symptoms increased the probability of following a trajectory of more rapid cognitive decline in all age and initial MMSE groups. APOE 4 was not associated with any trajectory. Trajectory modeling of longitudinal cognitive and behavioral data may provide enhanced resolution of phenotypic variation in AD.",International psychogeriatrics,"Wilkosz, Patricia A,Seltman, Howard J,Devlin, Bernie,Weamer, Elise A,Lopez, Oscar L,DeKosky, Steven T,Sweet, Robert A",,"late-onset,ad,apoe,AD,cognitive impairment,Alzheimer"
