pmid,pmcid,year,title,abstract,journal,authors,MeSH terms used,Title & Abstract terms used
19500151,PMC2716061,2009,Heroin addiction in African Americans: a hypothesis-driven association study.,"Heroin addiction is a chronic complex disease with a substantial genetic contribution. This study was designed to identify gene variants associated with heroin addiction in African Americans. The emphasis was on genes involved in reward modulation, behavioral control, cognitive function, signal transduction and stress response. We have performed a case-control association analysis by screening with 1350 variants of 130 genes. The sample consisted of 202 former severe heroin addicts in methadone treatment and 167 healthy controls with no history of drug abuse. Single nucleotide polymorphism (SNP), haplotype and multi-SNP genotype pattern analyses were performed. Seventeen SNPs showed point-wise significant association with heroin addiction (nominal P< 0.01). These SNPs are from genes encoding several receptors: adrenergic (ADRA1A), arginine vasopressin (AVPR1A), cholinergic (CHRM2), dopamine (DRD1), GABA-A (GABRB3), glutamate (GRIN2A) and serotonin (HTR3A) as well as alcohol dehydrogenase (ADH7), glutamic acid decarboxylase (GAD1 and GAD2), the nucleoside transporter (SLC29A1) and diazepam-binding inhibitor (DBI). The most significant result of the analyses was obtained for the GRIN2A haplotype G-A-T (rs4587976-rs1071502-rs1366076) with protective effect (P(uncorrected) = 9.6E- 05, P(corrected) = 0.058). This study corroborates several reported associations with alcohol and drug addiction as well as other related disorders and extends the list of variants that may affect the development of heroin addiction. Further studies will be necessary to replicate these associations and to elucidate the roles of these variants in drug addiction vulnerability.","Genes, brain, and behavior","Levran, O,Londono, D,O'Hara, K,Randesi, M,Rotrosen, J,Casadonte, P,Linzy, S,Ott, J,Adelson, M,Kreek, M J","Polymorphism, Single Nucleotide","single nucleotide polymorphism,haplotype,cognitive,SNP,AD,genotype"
19558713,PMC2709887,2009,Role of the H1 haplotype of microtubule-associated protein tau (MAPT) gene in Greek patients with Parkinson's disease.,"The extended tau haplotype (H1) that covers the entire human microtubule-associated protein tau (MAPT) gene has been implicated in Parkinson's disease (PD). Nevertheless, controversial results, such as two studies in Greek populations with opposite effects, have been reported. Therefore, we set out to determine whether the H1 haplotype and additional single nucleotide polymorphisms (SNPs) included in H1 are associated with PD in a sample of Greek patients. We analysed MAPT haplotypes in cohorts of 122 patients and 123 controls of Greek origin, respectively. SNP genotyping was performed with Taqman assays and genotyping results were confirmed by sequencing. The presence of the H1 haplotype was significantly associated with PD (odds ratio for H1H1 vs. H1H2 and H2H2: 1.566; 95% CI: 1.137-2.157; P = 0.006) and remained so after adjustment for sex. Further analysis of H1 sub-haplotypes with three single nucleotide polymorphisms (rs242562, rs2435207 and rs3785883) demonstrated no significant association with PD. Our data support the overall genetic role of MAPT and the H1 haplotype for PD susceptibility in Greek patients. However, the previously supported association of H1 sub-haplotypes with PD could not be confirmed in our study.",BMC neurology,"Refenes, Nikolaos,Bolbrinker, Juliane,Tagaris, Georgios,Orlacchio, Antonio,Drakoulis, Nikolaos,Kreutz, Reinhold","Parkinson Disease/genetics,Polymorphism, Single Nucleotide,tau Proteins/genetics","single nucleotide polymorphism,polymorphisms,haplotype,parkinson,SNP,AD"
19626040,PMC2765552,2009,Follow-up examination of linkage and association to chromosome 1q43 in multiple sclerosis.,"Multiple sclerosis (MS) is a debilitating neuroimmunological and neurodegenerative disease affecting >4,00,000 individuals in the United States. Population and family-based studies have suggested that there is a strong genetic component. Numerous genomic linkage screens have identified regions of interest for MS loci. Our own second-generation genome-wide linkage study identified a handful of non-major histocompatibility complex regions with suggestive linkage. Several of these regions were further examined using single-nucleotide polymorphisms (SNPs) with average spacing between SNPs of approximately 1.0 Mb in a dataset of 173 multiplex families. The results of that study provided further evidence for the involvement of the chromosome 1q43 region. This region is of particular interest given linkage evidence in studies of other autoimmune and inflammatory diseases including rheumatoid arthritis and systemic lupus erythematosus. In this follow-up study, we saturated the region with approximately 700 SNPs (average spacing of 10 kb per SNP) in search of disease-associated variation within this region. We found preliminary evidence to suggest that common variation within the RGS7 locus may be involved in disease susceptibility.",Genes and immunity,"McCauley, J L,Zuvich, R L,Bradford, Y,Kenealy, S J,Schnetz-Boutaud, N,Gregory, S G,Hauser, S L,Oksenberg, J R,Mortlock, D P,Pericak-Vance, M A,Haines, J L","Polymorphism, Single Nucleotide","sclerosis,polymorphisms,genome-wide,SNP,linkage,chromosome,neurodegenerative"
19771175,PMC2743996,2009,Genetic variants of the alpha-synuclein gene SNCA are associated with multiple system atrophy.,"Multiple system atrophy (MSA) is a progressive neurodegenerative disorder characterized by parkinsonism, cerebellar ataxia and autonomic dysfunction. Pathogenic mechanisms remain obscure but the neuropathological hallmark is the presence of alpha-synuclein-immunoreactive glial cytoplasmic inclusions. Genetic variants of the alpha-synuclein gene, SNCA, are thus strong candidates for genetic association with MSA. One follow-up to a genome-wide association of Parkinson's disease has identified association of a SNP in SNCA with MSA. We evaluated 32 SNPs in the SNCA gene in a European population of 239 cases and 617 controls recruited as part of the Neuroprotection and Natural History in Parkinson Plus Syndromes (NNIPPS) study. We used 161 independently collected samples for replication. Two SNCA SNPs showed association with MSA: rs3822086 (P = 0.0044), and rs3775444 (P = 0.012), although only the first survived correction for multiple testing. In the MSA-C subgroup the association strengthened despite more than halving the number of cases: rs3822086 P = 0.0024, OR 2.153, (95% CI 1.3-3.6); rs3775444 P = 0.0017, OR 4.386 (95% CI 1.6-11.7). A 7-SNP haplotype incorporating three SNPs either side of rs3822086 strengthened the association with MSA-C further (best haplotype, P = 8.7 x 10(-4)). The association with rs3822086 was replicated in the independent samples (P = 0.035). We report a genetic association between MSA and alpha-synuclein which has replicated in independent samples. The strongest association is with the cerebellar subtype of MSA. ClinicalTrials.gov NCT00211224.",PloS one,"Al-Chalabi, Ammar,Dürr, Alexandra,Wood, Nicholas W,Parkinson, Michael H,Camuzat, Agnes,Hulot, Jean-Sébastien,Morrison, Karen E,Renton, Alan,Sussmuth, Sigurd D,Landwehrmeyer, Bernhard G,Ludolph, Albert,Agid, Yves,Brice, Alexis,Leigh, P Nigel,Bensimon, Gilbert","Polymorphism, Single Nucleotide","genetic association,genetic variant,haplotype,parkinson,genome-wide,SNP,neurodegenerative,genome-wide association"
19908305,PMC2798904,2009,Role of LINGO1 polymorphisms in Parkinson's disease.,"A clinical overlap between Parkinson's disease (PD) and essential tremor (ET) has prompted a discussion whether these conditions share common genetic susceptibility factors. Recently, the first genome-wide association study in ET revealed a significant association with a variant in the LINGO1 gene. LINGO1 has also been demonstrated to play a role in the survival of dopaminergic neurons in an animal model of PD, and therefore constitutes a potential candidate gene for PD. In this study, SNPs rs9652490, rs11856808, and rs7177008 of LINGO1 were genotyped in a total of 694 Austrian subjects (349 PD, 345 controls). No association could be found between genotype or allele counts and PD. Neither did a subgroup analysis in tremor-dominant patients with PD reveal a significant association. This study on LINGO1-variants in PD argues against a major role of LINGO1 gene variations for PD.",Movement disorders : official journal of the Movement Disorder Society,"Haubenberger, Dietrich,Hotzy, Christoph,Pirker, Walter,Katzenschlager, Regina,Brücke, Thomas,Zimprich, Fritz,Auff, Eduard,Zimprich, Alexander","Genome-Wide Association Study,Parkinson Disease/genetics,Polymorphism, Single Nucleotide","polymorphisms,parkinson,genome-wide,SNP,genotype,genome-wide association"
19918037,PMC2895677,2009,Association of interleukin 23 receptor polymorphisms with anti-topoisomerase-I positivity and pulmonary hypertension in systemic sclerosis.,"IL23R has been identified as a susceptibility gene for development of multiple autoimmune diseases. We investigated the possible association of IL23R with systemic sclerosis (SSc), an autoimmune disease that leads to the development of cutaneous and visceral fibrosis. We tested 9 single-nucleotide polymorphisms (SNP) in IL23R for association with SSc in a cohort of 1402 SSc cases and 1038 controls. IL23R SNP tested were previously identified as SNP showing associations with inflammatory bowel disease. Case-control comparisons revealed no statistically significant differences between patients and healthy controls with any of the IL23R polymorphisms. Analyses of subsets of SSc patients showed that rs11209026 (Arg381Gln variant) was associated with anti-topoisomerase I antibody (ATA)-positive SSc (p = 0.001)) and rs11465804 SNP was associated with diffuse and ATA-positive SSc (p = 0.0001, p = 0.0026, respectively). These associations remained significant after accounting for multiple comparisons using the false discovery rate method. Wild-type genotype at both rs11209026 and rs11465804 showed significant protection against the presence of pulmonary hypertension (PHT). (p = 3x10(-5), p = 1x10(-5), respectively). Polymorphisms in IL23R are associated with susceptibility to ATA-positive SSc and protective against development of PHT in patients with SSc.",The Journal of rheumatology,"Agarwal, Sandeep K,Gourh, Pravitt,Shete, Sanjay,Paz, Gene,Divecha, Dipal,Reveille, John D,Assassi, Shervin,Tan, Filemon K,Mayes, Maureen D,Arnett, Frank C","Polymorphism, Single Nucleotide","sclerosis,polymorphisms,SNP,AD,genotype"
20031578,PMC2745176,2009,"Novel associations of CPS1, MUT, NOX4, and DPEP1 with plasma homocysteine in a healthy population: a genome-wide evaluation of 13 974 participants in the Women's Genome Health Study.","Homocysteine is a sulfur amino acid whose plasma concentration has been associated with the risk of cardiovascular diseases, neural tube defects, and loss of cognitive function in epidemiological studies. Although genetic variants of MTHFR and CBS are known to influence homocysteine concentration, common genetic determinants of homocysteine remain largely unknown. To address this issue comprehensively, we performed a genome-wide association analysis, testing 336 469 single-nucleotide polymorphisms in 13 974 healthy white women. Although we confirm association with MTHFR (1p36.22; rs1801133; P=8.1 x 10(-35)) and CBS (21q22.3; rs6586282; P=3.2 x 10(-10)), we found novel associations with CPS1 (2q34; rs7422339; P=1.9 x 10(-11)), MUT (6p12.3; rs4267943; P=2.0 x 10(-9)), NOX4 (11q14.3; rs11018628; P=9.6 x 10(-12)), and DPEP1 (16q24.3; rs1126464; P=1.2 x 10(-12)). The associations at MTHFR, DPEP1, and CBS were replicated in an independent sample from the PROCARDIS study, whereas the association at CPS1 was only replicated among the women. These associations offer new insight into the biochemical pathways involved in homocysteine metabolism and provide opportunities to better delineate the role of homocysteine in health and disease.",Circulation. Cardiovascular genetics,"Paré, Guillaume,Chasman, Daniel I,Parker, Alexander N,Zee, Robert R Y,Mälarstig, Anders,Seedorf, Udo,Collins, Rory,Watkins, Hugh,Hamsten, Anders,Miletich, Joseph P,Ridker, Paul M","Genome-Wide Association Study,Polymorphism, Single Nucleotide","genetic variant,polymorphisms,cognitive,genome-wide,AD,genome-wide association"
20041220,PMC2791168,2009,Autoimmune disease classification by inverse association with SNP alleles.,"With multiple genome-wide association studies (GWAS) performed across autoimmune diseases, there is a great opportunity to study the homogeneity of genetic architectures across autoimmune disease. Previous approaches have been limited in the scope of their analysis and have failed to properly incorporate the direction of allele-specific disease associations for SNPs. In this work, we refine the notion of a genetic variation profile for a given disease to capture strength of association with multiple SNPs in an allele-specific fashion. We apply this method to compare genetic variation profiles of six autoimmune diseases: multiple sclerosis (MS), ankylosing spondylitis (AS), autoimmune thyroid disease (ATD), rheumatoid arthritis (RA), Crohn's disease (CD), and type 1 diabetes (T1D), as well as five non-autoimmune diseases. We quantify pair-wise relationships between these diseases and find two broad clusters of autoimmune disease where SNPs that make an individual susceptible to one class of autoimmune disease also protect from diseases in the other autoimmune class. We find that RA and AS form one such class, and MS and ATD another. We identify specific SNPs and genes with opposite risk profiles for these two classes. We furthermore explore individual SNPs that play an important role in defining similarities and differences between disease pairs. We present a novel, systematic, cross-platform approach to identify allele-specific relationships between disease pairs based on genetic variation as well as the individual SNPs which drive the relationships. While recognizing similarities between diseases might lead to identifying novel treatment options, detecting differences between diseases previously thought to be similar may point to key novel disease-specific genes and pathways.",PLoS genetics,"Sirota, Marina,Schaub, Marc A,Batzoglou, Serafim,Robinson, William H,Butte, Atul J","Polymorphism, Single Nucleotide","sclerosis,genome-wide,SNP,AD,genome-wide association,GWAS"
19475631,PMC4699803,2010,Non-replication of association for six polymorphisms from meta-analysis of genome-wide association studies of Parkinson's disease: large-scale collaborative study.,"Early genome-wide association (GWA) studies on Parkinson's disease (PD) have not been able to yield conclusive, replicable signals of association, perhaps due to limited sample size. We aimed to investigate whether association signals derived from the meta-analysis of the first two GWA investigations might be replicable in different populations. We examined six single-nucleotide polymorphisms (SNPs) (rs1000291, rs1865997, rs2241743, rs2282048, rs2313982, and rs3018626) that had reached nominal significance with at least two of three different strategies proposed in a previous analysis of the original GWA studies. Investigators from the ""Genetic Epidemiology of Parkinson's Disease"" (GEOPD) consortium were invited to join in this study. Ten teams contributed replication data from 3,458 PD cases and 3,719 controls. The data from the two previously published GWAs (599 PD cases, 592 controls and 443 sibling pairs) were considered as well. All data were synthesized using both fixed and random effects models. The summary allelic odds ratios were ranging from 0.97 to 1.09 by random effects, when all data were included. The summary estimates of the replication data sets (excluding the original GWA data) were very close to 1.00 (range 0.98-1.09) and none of the effects were nominally statistically significant. The replication data sets had significantly different results than the GWA data. Our data do not support evidence that any of these six SNPs reflect susceptibility markers for PD. Much stronger signals of statistical significance in GWA platforms are needed to have substantial chances of replication. Specifically in PD genetics, this would require much larger GWA studies and perhaps novel analytical techniques.","American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics","Evangelou, Evangelos,Maraganore, Demetrius M,Annesi, Grazia,Brighina, Laura,Brice, Alexis,Elbaz, Alexis,Ferrarese, Carlo,Hadjigeorgiou, Georgios M,Krueger, Rejko,Lambert, Jean-Charles,Lesage, Suzanne,Markopoulou, Katerina,Mellick, George D,Meeus, Bram,Pedersen, Nancy L,Quattrone, Aldo,Van Broeckhoven, Christine,Sharma, Manu,Silburn, Peter A,Tan, Eng-King,Wirdefeldt, Karin,Ioannidis, John P A","Genome-Wide Association Study,Parkinson Disease/genetics","polymorphisms,parkinson,genome-wide,SNP,meta-analysis,AD,genome-wide association,GWAS"
19778912,PMC2927683,2010,Association of TNFSF4 (OX40L) polymorphisms with susceptibility to systemic sclerosis.,"It is increasingly being appreciated that multiple autoimmune diseases share common susceptibility genes. The tumour necrosis factor ligand superfamily member 4 gene (TNFSF4, OX40L), which encodes for the T cell costimulatory molecule OX40 ligand, has been identified as a susceptibility gene for the development of systemic lupus erythematosus (SLE). Accordingly, the aim of the current study was to investigate the possible association of the TNFSF4 gene region with systemic sclerosis (SSc), an autoimmune disease that leads to the development of cutaneous and visceral fibrosis. A total of 9 single nucleotide polymorphisms (SNPs) in the TNFSF4 gene region, previously associated with susceptibility to SLE, were tested for association with SSc in a collection of 1059 patients with SSc and 698 controls. Case-control comparisons revealed a significant association between susceptibility to SSc and the minor alleles at SNPs rs1234314 (OR 1.20, 95% CI 1.04 to 1.4, p(FDR)=0.019), rs2205960 (OR 1.24, 95% CI 1.10 to 1.50, p(FDR)=0.019) and rs844648 (OR 1.16, 95% CI 1.01 to 1.30, p(FDR)=0.032). The minor allele at rs844644 was protective (OR 0.84, 95% CI 0.70 to 0.97, p(FDR)=0.038). Analysis of subsets of patients with SSc demonstrated significant associations of the TNFSF4 SNPs with limited and diffuse SSc as well as specific SNPs that were associated with SSc-associated autoantibodies. Finally, the analyses suggest a potential interaction between two TNFSF4 SNPs, rs2205960 and rs844648, with regards to SSc susceptibility. Polymorphisms in the TNFSF4 gene region are associated with susceptibility to SSc and its clinical and autoantibody subsets. TNFSF4 may be another gene that confers risk to multiple autoimmune diseases.",Annals of the rheumatic diseases,"Gourh, Pravitt,Arnett, Frank C,Tan, Filemon K,Assassi, Shervin,Divecha, Dipal,Paz, Gene,McNearney, Terry,Draeger, Hilda,Reveille, John D,Mayes, Maureen D,Agarwal, Sandeep K","Polymorphism, Single Nucleotide","single nucleotide polymorphism,sclerosis,polymorphisms,SNP,AD"
19796918,PMC2821978,2010,Association of the C8orf13-BLK region with systemic sclerosis in North-American and European populations.,"Genetic studies in the systemic sclerosis (SSc), an autoimmune disease that clinically manifests with dermal and internal organ fibrosis and small vessel vasculopathy, have identified multiple susceptibility genes including HLA-class II, PTPN22, IRF5, and STAT4 which have also been associated with other autoimmune diseases, such as systemic lupus erythematosus (SLE). These data suggest that there are common autoimmune disease susceptibility genes. The current report sought to determine if polymorphisms in the C8orf13-BLK region (chromosome 8p23.1-B lymphoid tyrosine kinase), which is associated with SLE, are associated also with SSc. Two variants in the C8orf13-BLK region (rs13277113 & rs2736340) were tested for association with 1050 SSc cases and 694 controls of North Americans of European descent and replicated in a second series 589 SSc cases and 722 controls from Spain. The ""T"" allele at rs2736340 variant was associated with SSc in both the U.S. and Spanish case-control series (P = 6.8 x 10(-5), OR 1.27, 95% CI 1.1-1.4). The ""A"" allele at rs13277113 variant was associated with SSc in the U.S. series only (P = 3.6 x 10(-4), OR 1.32, 95% CI 1.1-1.6) and was significant in the combined analyses of the two series (P = 2.0 x 10(-3); OR 1.20, 95% CI 1.1-1.3). Both variants demonstrated an association with the anti-centromere antibody (P = 2.2 x 10(-6) and P = 5.5 x 10(-4), respectively) and limited SSc (P = 3.3 x 10(-5) and P = 2.9 x 10(-3), respectively) in the combined analysis. Peripheral blood gene expression profiles suggest that B-cell receptor and NFkappaB signaling are dysregulated based on the risk haplotype of these variants. We identify and replicate the association of the C8orf13-BLK region as a novel susceptibility factor for SSc, placing it in the category of common autoimmune disease susceptibility genes.",Journal of autoimmunity,"Gourh, Pravitt,Agarwal, Sandeep K,Martin, Ezequiel,Divecha, Dipal,Rueda, Blanca,Bunting, Haley,Assassi, Shervin,Paz, Gene,Shete, Sanjay,McNearney, Terry,Draeger, Hilda,Reveille, John D,Radstake, T R D J,Simeon, Carmen P,Rodriguez, Luis,Vicente, Esther,Gonzalez-Gay, Miguel A,Mayes, Maureen D,Tan, Filemon K,Martin, Javier,Arnett, Frank C","Genetic Association Studies,Polymorphism, Single Nucleotide","sclerosis,gene expression,polymorphisms,haplotype,chromosome"
19815934,PMC2975737,2010,BANK1 functional variants are associated with susceptibility to diffuse systemic sclerosis in Caucasians.,"To investigate the possible association of the BANK1 gene with genetic susceptibility to systemic sclerosis (SSc) and its subphenotypes. A large multicentre case-control association study including 2380 patients with SSc and 3270 healthy controls from six independent case-control sets of Caucasian ancestry (American, Spanish, Dutch, German, Swedish and Italian) was conducted. Three putative functional BANK1 polymorphisms (rs17266594 T/C, rs10516487 G/A, rs3733197 G/A) were selected as genetic markers and genotyped by Taqman 5 allelic discrimination assay. A significant association of the rs10516487 G and rs17266594 T alleles with SSc susceptibility was observed (pooled OR=1.12, 95% CI 1.03 to 1.22; p=0.01 and pooled OR=1.14, 95% CI 1.05 to 1.25; p=0.003, respectively), whereas the rs3733197 genetic variant showed no statistically significant deviation. Stratification for cutaneous SSc phenotype showed that the BANK1 rs10516487 G, rs17266594 T and rs3733197 G alleles were strongly associated with susceptibility to diffuse SSc (dcSSc) (pooled OR=1.20, 95% CI 1.05 to 1.37, p=0.005; pooled OR=1.23, 95% CI 1.08 to 1.41, p=0.001; pooled OR=1.15, 95% CI 1.02 to 1.31, p=0.02, respectively). Similarly, stratification for specific SSc autoantibodies showed that the association of BANK1 rs10516487, rs17266594 and rs3733197 polymorphisms was restricted to the subgroup of patients carrying anti-topoisomerase I antibodies (pooled OR=1.20, 95% CI 1.02 to 1.41, p=0.03; pooled OR=1.24, 95% CI 1.05 to 1.46, p=0.01; pooled OR=1.26, 95% CI 1.07 to 1.47, p=0.004, respectively). The results suggest that the BANK1 gene confers susceptibility to SSc in general, and specifically to the dcSSc and anti-topoisomerase I antibody subsets.",Annals of the rheumatic diseases,"Rueda, B,Gourh, P,Broen, J,Agarwal, S K,Simeon, C,Ortego-Centeno, N,Vonk, M C,Coenen, M,Riemekasten, G,Hunzelmann, N,Hesselstrand, R,Tan, F K,Reveille, J D,Assassi, S,Garcia-Hernandez, F J,Carreira, P,Camps, M,Fernandez-Nebro, A,Garcia de la Peña, P,Nearney, T,Hilda, D,Gónzalez-Gay, M A,Airo, P,Beretta, L,Scorza, R,Radstake, T R D J,Mayes, M D,Arnett, F C,Martin, J","Polymorphism, Single Nucleotide","sclerosis,genetic variant,polymorphisms,genotype,phenotype"
19966805,PMC2820243,2010,The imprinted DLK1-MEG3 gene region on chromosome 14q32.2 alters susceptibility to type 1 diabetes.,"Genome-wide association (GWA) studies to map common disease susceptibility loci have been hugely successful, with over 300 reproducibly associated loci reported to date. However, these studies have not yet provided convincing evidence for any susceptibility locus subject to parent-of-origin effects. Using imputation to extend existing GWA datasets, we have obtained robust evidence at rs941576 for paternally inherited risk of type 1 diabetes (T1D; ratio of allelic effects for paternal versus maternal transmissions = 0.75; 95% confidence interval (CI) = 0.71-0.79). This marker is in the imprinted region of chromosome 14q32.2, which contains the functional candidate gene DLK1. Our meta-analysis also provided support at genome-wide significance for a T1D locus at chromosome 19p13.2. The highest association was at marker rs2304256 (odds ratio (OR) = 0.86; 95%CI = 0.82-0.90) in the TYK2 gene, which has previously been associated with systemic lupus erythematosus and multiple sclerosis.",Nature genetics,"Wallace, Chris,Smyth, Deborah J,Maisuria-Armer, Meeta,Walker, Neil M,Todd, John A,Clayton, David G","Genome-Wide Association Study,Polymorphism, Single Nucleotide","sclerosis,genome-wide,chromosome,meta-analysis,genome-wide association"
20007504,PMC2816610,2010,Comprehensive follow-up of the first genome-wide association study of multiple sclerosis identifies KIF21B and TMEM39A as susceptibility loci.,"Genome-wide association studies (GWASs) have proven highly effective, identifying hundreds of associations across numerous complex diseases. These studies typically test hundreds of thousands of variations and identify hundreds of potential associations. However, to date, follow-up attempts have generally only concentrated on just the few most significant initial associations, leaving the majority of true associations in any GWAS study without replication. Here, we present a substantially more comprehensive follow-up of the first genome-wide association screen performed in multiple sclerosis (MS), a complex genetic disease with central nervous system inflammation. We genotyped approximately 30 000 single-nucleotide polymorphisms (SNPs) that demonstrated mild-to-moderate levels of significance (P < or = 0.10) in the initial GWAS in an independent set of 1343 MS cases and 1379 controls. We further replicated several of the most significant findings in another independent data set of 2164 MS cases and 2016 controls. We find considerable evidence for a number of novel susceptibility loci including KIF21B [rs12122721, combined P = 6.56 x 10(-10), odds ratio (OR) = 1.22] and TMEM39A (rs1132200, P = 3.09 x 10(-8), OR = 1.24), both of which meet genome-wide significance. Both of these loci were overlooked in the initial replication, despite being among the top 3000 ( approximately 1%) SNP hits in the original screen.",Human molecular genetics,,"Genome-Wide Association Study,Polymorphism, Single Nucleotide","sclerosis,polymorphisms,genome-wide,SNP,genotype,genome-wide association,GWAS"
